review_id,user_id,business_id,date,text,useful,funny,cool,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
zpO_RXehpiB2FRCAfPHc0A,CxeKi-n5_mOIwXg4rvfkqQ,yNPh5SO-7wr8HPpVCDPbXQ,2017-07-24,"Our service was excellent! 

Had the After School Special cocktail, which was limey and tasted like summer. Had the pretzels and provolone fondue for an appetizer and it was SO GOOD. Also got the scallops for the entree, they were fresh and good for light dinner, the corn\/cheese mash that they were sitting on was a little salty\/strong for the delicate taste of scallops. And the dessert was really good - warm peanut butter cup, basically a peanut butter sauce with a scoop of gelato served with 2 peanut butter cookies. 

Overall my husband and I weren't blown away by the entrees, but I think the apps, charcuterie, cocktails, and dessert are worth going back for.",0,0,0,"""The Arrogant Butcher""",,"""2 E Jefferson St, Ste 150""",Phoenix,AZ,85004,33.4473917315,-112.072831047,4.0,1526,1,Seafood;Bars;Nightlife;American (Traditional);Burgers;Steakhouses;Restaurants;Gastropubs;Venues & Event Spaces;Event Planning & Services;American (New)
M8gsuDSO_TUe0HPOJc7IcQ,rnwYCuSrTUzESuWKeIM87Q,DCFKy7R6yCnhLE3nl_S8hQ,2017-05-08,Gifts To Go  is a full service shop. I can purchase and post (USPS) my gifts all at the same location without the inconvenience of waiting in line. Always service with a smile and an estimated time of arrival for my package.  Best kept secret in the west valley...love it.,0,0,0,"""Gifts To Go""",,"""11340 W Bell Rd, Ste 128""",Surprise,AZ,85378,33.6399115,-112.3040376,5.0,4,1,Public Services & Government;Post Offices;Couriers & Delivery Services;Shopping;Local Services;Flowers & Gifts;Shipping Centers;Gift Shops
Pnfl9qZL8PPXtMzyKdhiBQ,nLADCnXaYRlx4jYJcHcGdA,OzYonwF5TFm5jjxNM1HLQw,2017-01-10,"Love this gym - it's 24-7 not 24-4 like goodlife ... friendly staff, super clean gym, good place overall to work out",2,0,0,"""Planet Fitness - Mississauga""",,"""1151 Dundas Street West""",Mississauga,ON,L5C 1C6,43.5567463,-79.6449474,3.0,5,1,Trainers;Fitness & Instruction;Active Life;Gyms
XS_ho66qSxcinwHwLeatuA,tHzXM568u6Cf2Ku7CUJO-w,FrmEvjWoZP2Ad2NUyGVgHA,2017-09-24,"WOW.  I'm 100% italian and I have to tell you this is the real deal.  Nothing fancy but GREAT food.  Had the pasta Fagioli - huge portion and YUM!  It was kind of buttery and home-made.  Then had the linguini with meat sauce and meatballs.  Very tasty.  The meatballs were an 8 out of 10.  Again, great portions.  My wife had Chicken Francese...AMAZING.  These people know how to cook chicken...it melted in your mouth!  My friends had the pasta carbonara and LOVED LOVED LOVED it.  Had leftovers and it got better each day (had 3 meals). Service was very good and the bread\/ EVOO\/balsamic was fresh and delicious.  On a separate occasion,   we ordered pizza take out.  Again, I was FLOORED.  Home Made sausage, huge pieces of beautiful green pepper and nice sliced onion...so fresh and delicious....crust was VERY GOOD.  My only fear is that too many people find out about it and I wont be able to get a seat lol.  Keep up the good work.",0,0,0,"""Maola's Pizza and Restaurant""",,"""20129-G N Main St""",Cornelius,NC,28031,35.4829265,-80.8600204,4.5,30,1,Italian;Restaurants;Pizza;Salad
JVy6HCJBXZQ4F9R1QxCV8Q,zcDVJ2FLanBw3ZfT_zpL-A,1qwkbN3wu3AGDxMTXVz2gA,2014-08-11,"I gotta admit, Its nice having somewhere fun to go to on those nights when you just don't wanna do the same old bar scene anymore. You can only play big buck hunter so many times before you want to smash the screen in with that plastic gun. I'll get you one day you big buck....ahem...but I digress....The golfing games are very fun and even those who have never golfed in their lives would be welcomed here. Great spot to just hang out for a few hours and hvae some drinks with friends while making a fool out of yourself. You can either really impress your friends or completely leave them in stitches all based off your golf swing. Keep that in mind fellas if you are bringing a girl you want to impress. Drinks are strong, food is good, atmosphere is nice. Lost a star because of long long lines and a little bit of incompetence encountered with concierge, but besides that cool spot.",0,0,0,"""Topgolf""",,"""9500 Talking Stick Way""",Scottsdale,AZ,85256,33.5410494492,-111.876859696,4.0,751,1,Sports Bars;Bars;Active Life;Restaurants;Nightlife;Event Planning & Services;Golf;American (New);Party & Event Planning
a75nWp6a9CRd5i7lFYMZJg,dLk0_ttzMKap0fv3nxtRFg,XLRyCvayHRLzhUf48IBj3g,2014-05-17,"I have had a few bids and had some plumbing work done by this plumber.  They are very customer oriented,  quick and responsive.  They are incredibly honest and courteous.  I appreciate all their hard work.",1,0,1,"""Royal Flush""",,"""""",Las Vegas,NV,89101,36.1697096,-115.1236952,4.0,5,1,Plumbing;Home Services
8NJa8EVuqyXB_m6DDMBKRA,OmcG_rdBybl8zaxy33n7ZA,bYpvggRwXGo633zikMOANw,2015-03-14,"Came on a Friday with a group of friends.  It's quite cozy, definitely a nice place to chill.  I felt my jeans get skinnier as I walked in, it's certainly packed with hipsters.  The Whisky selection was nice and the canned beer was quite expensive.  Not surprisingly it's cash only.  A cool place to hang out, interesting snack selection too.",2,1,0,"""Communist's Daughter""",Ossington Strip,"""1149 Dundas Street W""",Toronto,ON,M6J 1X3,43.649327,-79.4209544,4.0,98,1,Nightlife;Bars
iQS_Qd8jz0_xKfYpZXdCeg,Wbzv0brigvzcvoucryBBsg,V9qjoWogqqMWvFFpuASRYw,2016-02-06,"Finally, a heaven-sent! Being a brunch lover, I've never been a huge fan of the Harbourfront area, because there was never a decent place for brunch. And recently, this happened - and I couldn't be a bigger fan of the Harbourfront area!

Let me start with the service - having been here multiple times already, I can honestly say every single time the service is fantastic. Very friendly servers with amazingly short wait time. Coffee cups are never left emptied which is a +++ . A personal experience with how amazing the service is: I forgot to switch my side of potatoes to sweet potatoes - but because my food was ready, the server gave me a cup of spicy aioli to go with my potatoes. 

Now, on to the food. I'm the kind of person who, once I've tried something I like, I'm hooked! Here's my go to:  Eggs benedict with smoked salmon - delicious! Fresh smoked salmon with perfectly poached eggs, covered with creamy hollandaise. I also had the challah French toast, topped with cinnamon powder. Perfection! 

All in all, I would certainly reco this place to anyone in the area. Great way to start off your weekend morning!",0,0,0,"""Evviva Breakfast & Lunch - Downtown Toronto""",,"""25 Lower Simcoe""",Toronto,ON,M5J 3A1,43.64153,-79.383301,3.5,97,1,Breakfast & Brunch;Restaurants;Cafes;Sandwiches
Xhuf6ma873nCRfDtSFj49Q,h7J6pJrLCzUu-LLpuQpxGg,fSBhe0A6Dfa8JCYccfpMog,2013-12-27,The ONLY bagels I have found that are like those back East in NYC... And I've lived all over the country. Baked fresh daily and delicious.  PLUS... He has salt bagels!  If you love bagels and you're in the Ahwatukee\/Chandler area. Then THIS is the place.,3,0,0,"""The Bagel Man""",,"""5035 E Elliot Rd""",Phoenix,AZ,85044,33.3479252192,-111.976659435,4.5,429,1,Bagels;Breakfast & Brunch;Food;Delis;Restaurants
t6UuYHUogxVc8WKHqNJ-ag,P4XUvN_8alI6dpTC_3LMkg,hgWMxKhrnOUd3m5nOUBIkA,2014-09-21,I don't usually give three stars out but this one I have mixed feelings about. The place is nice don't get me wrong but the design of the place reminds me of a 1980's burger joint or save by the bell. The design of this place is very outdated. I don't like the fact that there is no isolated stretching area and that they do not keep the other cycle rooms open for members to do their own private exercise in. The sauna doesn't seem as hot as LA fitness when I was in Cali. The positives are that this location is 24 hours and that their cardio area is great. Sometimes this gym gets crowded so come at an off hour if you wanna hit the weights.,3,0,0,"""Las Vegas Athletic Club""",Southeast,"""9065 S Eastern Ave""",Las Vegas,NV,89123,36.0253318,-115.120852,3.0,316,1,Active Life;Fitness & Instruction;Trainers;Gyms
RSFary9aqxVuLohVDAaAVQ,YIAzIWmN2XMOwK86Ifnp-Q,5s_f9DAynHW9rSwfOXfUWA,2016-07-11,"Not in the best part of town or close to the strip, but it's very clean and comfortable. The smell of fresh baked cookies when you walk into the lobby is very welcoming. They have complimentary continental breakfast in the morning and it's actually pretty good. Nice to stay out of the hustle and bustle of the Strip sometimes.",3,0,1,"""Holiday Inn Express Las Vegas-Nellis""",,"""4035 N Nellis Blvd""",Las Vegas,NV,89115,36.2334378,-115.0630776,3.0,37,1,Hotels;Event Planning & Services;Venues & Event Spaces;Hotels & Travel
gJ_H8FydGGyCxQvGxoaLsA,rxJVk7ZUrBgBHMlhbMyD-w,na4Th5DrNauOv-c43QQFvA,2017-04-22,"Very disappointed with our stay here.  Although the room was nice , we were offered a room upgrade of fountain view for $35, our view was literally of the parking lot! 
Promised a ""surprise"" and champagne since it was our honeymoon, never received anything. Asked about it 2 days in a row. Then just gave up on it.  Costumer service is very much lacking here.  
Not to mention the $25 parking $39 a day ""resort"" fee that was not mentioned at check in.",2,0,0,"""Bellagio Hotel""",The Strip,"""3600 S Las Vegas Blvd""",Las Vegas,NV,89109,36.1140656,-115.1730043,3.5,2780,1,Hotels;Arts & Entertainment;Hotels & Travel;Event Planning & Services;Casinos;Resorts
49thJpf3Zt2bRNKqCysz9Q,5ieSTYGXs76CcstX-SzwCQ,ZIiMnJT0FZNYm372baSijw,2017-10-12,"First time there. Have heard many good things about them. He did a great job and made me look better. Taking my son next.
Comfortable atmosphere and very friendly  
Thanks guys!!",0,0,0,"""Eddie's Haircut Shop""",,"""1738 Pine Hollow Rd""",McKees Rocks,PA,15136,40.4755304498,-80.0975209199,4.5,3,1,Barbers;Beauty & Spas
x8Gev71BqedDyISJ5ZnRAQ,U_l0ZFTjlAtngfos9AHW7Q,y3RlbCN0UrDdLnjSF9NkXA,2012-02-15,"From what I'm told this is the oldest restuarunt in Henderson and let me tell you what it looks like it , but the food was pretty good the Mexican meatball soup is a must. The meatball is full of flavor in a very tasty broth. Now I ordered the fajitas chicken and it tasted pretty good, I seen other peoples plates and they looked really good. When I'm back in Vegas I'll be back to El Torito to try some other things. This place is worth a chance for sure even though it looks like u might get robbed there.",0,0,0,"""El Torito Cafe""",,"""2126 S Boulder Hwy""",Henderson,NV,89002,36.0034634429,-114.940157134,3.5,159,1,Mexican;Restaurants
bf195nNmgrKdEOXLuOladQ,6JiLHQRmkuS2RRLa28--_Q,bAgZTy1CzXUxZj5wxAnDJw,2017-07-05,Honest auto repair shop. They don't work on commission and it shows. My husband and I won't go anywhere else.,0,0,0,"""Sun Devil Auto""",,"""8919 E San Victor Dr""",Scottsdale,AZ,85258,33.5711268,-111.8878727,4.5,50,1,Oil Change Stations;Auto Repair;Auto Glass Services;Automotive;Windshield Installation & Repair
zH14BjN7OXIiwB0za4cRkQ,0mlRQX_8vNvYIISm7RC0OA,fs_-JDwKyVIc6iCXnpUzgw,2014-05-28,"I am still surprised, but this is by far one of the best Chinese buffets I've dined in.  I've been to many buffets and each and every one has been disappointing compared to this one.  My father and I always joke about how pitiful other restaurants are in comparison with this one.",0,0,0,"""Hibachi Grill & Supreme Buffet""",,"""3000 Cloverleaf Pkwy""",Kannapolis,NC,28083,35.4493294,-80.6091881,2.5,28,0,Restaurants;Buffets
_8Uj9mu7o0m19b0B1tXKLw,hcDEEDgvs1JVqvMUTrcKSQ,DPsbhgdHty--Jegj_yNaUQ,2014-09-13,"I live right by this place and steered clear of it for months fearful that it would live down to the standards of the average Indian buffet priced at $12. Two weeks ago I decided to take the plunge and honestly not outstanding but it certainly outperformed my admittedly low standards. If you don't want to head too far south and are in the Yonge and St. Clair vicinity this actually makes for fairly good value for money - I'd go again, good for the price. A la carte may not be so attractive",0,0,0,"""Chef Of India""",Yonge and St. Clair,"""1415 Yonge Street""",Toronto,ON,M4T 1Y7,43.6874009,-79.3937044,3.5,18,0,Halal;Indian;Restaurants
836yb6p7QTgBMLazltOsAA,s7eI04en5to4udzesyRNPg,vOfz55MmWgjNQ3BA2PnhgQ,2009-06-22,"Just ate dinner here after checking in at the hotel and receiving a 2 for 1 coupon.  I had the Chicken Fried Steak.  It came with two sides (I chose cauliflower and mashed potatoes with gravy) and a bread basket with real butter.  I must say, I thought the food was very good and the portions were large.

I got the club sandwich and cole slaw to go for another meal, since there's a refridgerator in the room to keep it cold.

My waitress was exceptional.  She was extremely pleasant, polite, and courteous.  One of the very best I've had the pleasure of being served by.  I wish I'd remembered her name so I could give her credit.

I don't have a single complaint.  I would have to recommend this diner for anyone looking for a good meal at a reasonable cost.",2,0,0,"""Marilyn's Cafe""",Eastside,"""255 E Flamingo Rd""",Las Vegas,NV,89169,36.1134367128,-115.159506798,4.0,564,1,Restaurants;American (Traditional)
NEW3vZgKcDfw9POiC_rdbg,IfjkJQOp0h4Z0lJHK3_7cw,Jd9L7pNhC982XeCNbPncXg,2017-10-03,"Absolutely pittiful and terrible service. We got a door hanger delivered over the weekend and thought a weeknight pizza from the new place down the street would be good. We called for a delivery around 7:30. First time I called, the phone rang for a solid 5 minutes then finally someone picked up. We placed our order and were given a 45 minute time. Fine, it's dinner hour, I'm sure they were busy. Over an hour and a half later we get an automated text that the order is ready, no confirmation it was for delivery. Tried calling to confirm and phone just rang, and rang, and rang...no answer. Finally, a guy on a bike showed up at 9:10 and gave us every excuse, being short staffed and cooks quiting. We turned down delivery and went to Happy Dog instead. Will never go here again.",1,0,0,"""Saucy Brew Works""",Ohio City,"""2885 Detroit Ave""",Cleveland,OH,44113,41.4896300099,-81.7106199637,3.5,82,1,Pizza;Food;Breweries;Restaurants
o5BZ12aiJK_Bv7AL1GONrw,iANORX98lTzQNOv8bqDSqQ,YJ8ljUhLsz6CtT_2ORNFmg,2014-05-30,"Big fan of Gordon Ramsey's Bugr and Steak and decided to stop by here for lunch. What a mistake. We sat at the bar and ordered drinks and their burger from the bartender. After a few minutes the bartender just started wiping glasses. We were pretty irritated and got up, the bartender noticed and said he forgot and apologized. He put in the order and brought our drinks. We waited for about 20 minutes and our bartender disappeared. I needed a refill on my beer but we couldn't get anyone's attention even though we were sitting front and center in the bar area. 

There was one bartender who was glued to the television watching the soccer game. We were finally fed up once and for all. I reminded the bartender that he wasn't sitting in his apartment watching TV and to bring my bill (for 1 beer). Also canceled the burger. What's even sadder is that the bar seating around us was empty and a complete mess. On a better note the pizza in the food court next door was quick and delicious. Overall, Ramsey shouldn't act like he has such high standards and rip apart restaurants on Kitchen Nightmares then have his name on a place like this. Too much expansion to create restaurants for contestants to work at from Hells Kitchen without proper training.",2,0,0,"""Gordon Ramsay Pub & Grill""",The Strip,"""3570 Las Vegas Blvd S""",Las Vegas,NV,89109,36.117417,-115.175757,3.5,2502,1,Gastropubs;Fish & Chips;Nightlife;Restaurants;British;Pubs;Bars
NRM7yoWxGsBiTsrJ91YraA,d_ey4ni1O2smjKeFlgu3RQ,WqNx3bjn5ztcDVFQ8LT5qw,2008-09-21,"Sunbathing in the summer, Fringe Sunday in August and snowball fights in winter. One of the reasons Edinburgh is the coolest city in the UK!",0,0,0,"""The Meadows""",Marchmont,"""5 Millerfield Place""",Edinburgh,EDH,EH9,55.9391115,-3.1876634,4.5,81,1,Active Life;Landmarks & Historical Buildings;Home & Garden;Nurseries & Gardening;Public Services & Government;Shopping;Parks;Local Flavor
SmDatIJoPVWee-7qO1oPXw,RA2xkoBmJm236dxWRQUUtQ,MLVnaAgR3FD2O9mBTKDqoQ,2016-09-07,We went for lunch and had great service and even better food! The Turkish iced tea was delicious and their salad was very refreshing. 10\/10 would recommend to a friend,0,0,0,"""Pasha Cafe Lounge""",Shadyside,"""808 Ivy St""",Pittsburgh,PA,15232,40.4510208759,-79.9320307374,4.5,77,1,Restaurants;Turkish;Breakfast & Brunch;Mediterranean
WPznk0Yqf9MplxYLQEAJsg,w9FhPbpW9STylOYZb21O4Q,aLcFhMe6DDJ430zelCpd2A,2014-04-16,"Was very excited to try this place because of the good reviews. There was a lineup on a Tuesday night! Crazy. I ordered squash fritters and pad thai. Good...but not mind-blowingly amazing. Will come back another time, but not in a rush to do so anytime soon.",0,0,0,"""Khao San Road""",Entertainment District,"""11 Charlotte St""",Toronto,ON,M5V 2H5,43.6464107,-79.3934801,4.0,1270,1,Thai;Restaurants
D-JO_H63O4JIQ8iytPoZbQ,fv4DGFDvDCr3N9hcik9R3Q,0DyDT4NJNaIuDpT7nTIjxg,2016-06-11,One of the best Indian restaurants in the country with a wide variety and no sacrifice in quality. Meats are tender and the food is not oversauced. Paan on the weekends sealed it for me!,0,0,0,"""Chaupaati""",,"""9101 Pineville Matthews Rd""",Pineville,NC,28134,35.0869866,-80.8717654,4.5,194,1,Indian;Himalayan/Nepalese;Pakistani;Caterers;Event Planning & Services;Restaurants
iOd0PGCh_Fn2MES7qx7GjA,309tk7eJrsVAF1jmqhvc4w,yh0Dta7CV4oh3Uqnnyk89A,2016-05-29,The best diner breakfast in the area. Basic American with a Greek influence and waitresses who call you honey or darlin.  I love the Greek omelette and have them add spinach. It has been our family go to location for breakfast since we moved here 5 years ago.,0,0,0,"""Omega Coney Island""",,"""3901 Old Monroe Rd""",Indian Trail,NC,28079,35.0739843,-80.6840979,3.0,63,1,Breakfast & Brunch;Restaurants;Diners;Hot Dogs
48k7bLPZu5uOqobT7NwP4A,xhCMNM2Jnin_3U8jJu4ZAA,5myh4XMt8rFZpYIXD6DXwA,2017-02-03,"Highly recommend NES Electrical! Extremely knowledgeable, professional, timely and offers competitive rates! Installed an outdoor wall sconce to match our older ones. He did it flawlessly! No mess, no damage. He was honest, upfront and fair!",2,1,1,"""Nes Electrical Services""",,"""""",Mesa,AZ,85204,33.3990327,-111.7972384,5.0,3,1,Electricians;Home Services
4FDV1dcTDWYq5aN9NmZtBQ,x3Cmbn0Q-5ZKXRf_7KFPXQ,K5iFoFNnV0o5GbaSp8d38g,2017-10-10,"This was our first time to the Two Seasons Cafe.  I knew we would like the place once we noticed all of the Minnesota references on the walls.  We were there on a Sunday for breakfast.  The pancakes are huge but I was there for the biscuits and gravy based on the Yelp reviews.  The reviews were accurate...biscuits and gravy were spot on.  We had a great (very direct) server.  The owner was always making sure we were okay.  Once we told her we were from Minnesota too it was like an instant connection.  I was bad and loaded up on carbs...pancakes, french toast and biscuits and gravy.  The french toast was amazing!!!!  We loved it.  When we were close to being done the owner brought out a sample of the mashed potatoes and gravy.   WE WILL BE BACK just for those again!",1,0,0,"""Two Seasons Cafe""",,"""6320 E Main St""",Mesa,AZ,85205,33.4155576912,-111.694755256,5.0,14,1,Restaurants;Cafes
